x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.2620965,0.8962193,4.1592216e-07,0.33437985,0.86056554,-0.022287028,0.39650697,0.79679966,-0.02905326,0.44140872,0.7453225,-0.035301395,0.4776127,0.71979815,-0.041231018,0.3433824,0.663064,-0.0026362683,0.35983717,0.5783643,-0.012391627,0.36452413,0.52753925,-0.025112731,0.36786544,0.4825226,-0.035544436,0.3046006,0.6520861,-0.0038321146,0.31329927,0.55630004,-0.011567084,0.31738433,0.49705625,-0.024695396,0.3193756,0.44810584,-0.03529049,0.26779848,0.65902096,-0.008855297,0.27144694,0.5714138,-0.018297141,0.27754906,0.51962495,-0.028894909,0.28290367,0.47485387,-0.036864426,0.22857875,0.68041027,-0.016785845,0.224478,0.6099351,-0.026720135,0.22591415,0.5657893,-0.031146975,0.22977687,0.5238566,-0.033988666,open_palm
0.26352412,0.8966879,4.1530922e-07,0.3357666,0.8610045,-0.022408267,0.3981333,0.7969213,-0.028882787,0.44315845,0.7458227,-0.034802217,0.4791539,0.7204721,-0.04035655,0.34479672,0.66310656,-0.001873162,0.36134988,0.5785764,-0.011176809,0.3659705,0.5279542,-0.023775993,0.36932236,0.48276824,-0.034203216,0.3061485,0.652128,-0.0029098915,0.3149763,0.5566449,-0.010246793,0.31900597,0.49702257,-0.023431798,0.3209708,0.4475447,-0.03411084,0.26940012,0.6590504,-0.0078193005,0.27335465,0.5716145,-0.017017,0.27963924,0.51988906,-0.027767722,0.28503272,0.47507057,-0.03585171,0.23017108,0.6803687,-0.015663689,0.22629672,0.61003715,-0.025386244,0.22742549,0.5658309,-0.029780822,0.23089322,0.5238972,-0.032637034,open_palm
0.26527882,0.8974191,4.118365e-07,0.33697414,0.86160946,-0.022390978,0.3996881,0.7974953,-0.029086422,0.44534594,0.7469215,-0.035256106,0.48133376,0.72181594,-0.04107007,0.34675103,0.6640369,-0.0020970947,0.3631983,0.5797641,-0.011604559,0.36765045,0.5294159,-0.02430488,0.37101126,0.48458397,-0.034752164,0.30806586,0.6529102,-0.0032035832,0.3168564,0.55781585,-0.010709277,0.32080257,0.49830908,-0.023922764,0.3227798,0.4488675,-0.034598675,0.27125466,0.65971124,-0.008184937,0.27513617,0.5725272,-0.017396547,0.28155053,0.5209639,-0.028047526,0.28714758,0.4764177,-0.036068283,0.23195729,0.6808813,-0.016115429,0.22828573,0.6109441,-0.025740745,0.22967185,0.56691295,-0.030050527,0.23338482,0.5251773,-0.03285692,open_palm
0.26658034,0.89746165,4.109719e-07,0.33838204,0.8621761,-0.022341626,0.40085626,0.79943824,-0.029041063,0.44616094,0.7490664,-0.035198227,0.4820966,0.7224681,-0.04093588,0.34822416,0.6653396,-0.0020456987,0.36523643,0.58108693,-0.011645421,0.3701322,0.5307133,-0.024371311,0.3737221,0.48582044,-0.03478866,0.30975392,0.653766,-0.0031563668,0.31874824,0.55830216,-0.0106921755,0.32302466,0.49903697,-0.023862863,0.3251519,0.45005798,-0.03448796,0.27313387,0.66019315,-0.0081399,0.277131,0.572986,-0.017387569,0.2837366,0.5215076,-0.02791928,0.28937325,0.47703508,-0.03582145,0.2339187,0.6812784,-0.016055044,0.22992727,0.61111057,-0.025811246,0.23130855,0.56689906,-0.030113034,0.23488986,0.5249059,-0.032842744,open_palm
0.26810035,0.8981273,4.1236714e-07,0.34019718,0.8628011,-0.022167312,0.40295497,0.79910976,-0.028616257,0.44861168,0.74888897,-0.03458298,0.4844101,0.72328645,-0.040189758,0.3503858,0.6654487,-0.0014758845,0.3670021,0.581267,-0.010946715,0.3717999,0.5308343,-0.023684513,0.37548947,0.48603117,-0.03414026,0.31196457,0.6539537,-0.0026497387,0.32110834,0.55875516,-0.010060739,0.32559174,0.4993469,-0.023249518,0.3280195,0.45035112,-0.033906728,0.2752358,0.6603849,-0.0077294004,0.27946162,0.5728367,-0.016862566,0.2858327,0.52108645,-0.027493373,0.29130617,0.47636107,-0.03551465,0.23597226,0.6813207,-0.015750015,0.23233482,0.6111066,-0.025407026,0.23385695,0.56695426,-0.029787095,0.23768103,0.5249561,-0.032638643,open_palm
0.27045202,0.89795,4.1182844e-07,0.3424762,0.86298,-0.022031803,0.40504104,0.79917854,-0.028529331,0.45085064,0.7491576,-0.03464565,0.48714277,0.72423995,-0.04041476,0.35261536,0.6654996,-0.0017312398,0.36967403,0.5814364,-0.011469442,0.37487918,0.53099644,-0.024307836,0.3788588,0.486474,-0.03480758,0.31419966,0.6538714,-0.0031304674,0.3236057,0.5585444,-0.010888945,0.32833967,0.4990472,-0.024128484,0.33094314,0.4502677,-0.034761567,0.2775788,0.66016275,-0.008428981,0.281869,0.57225823,-0.017811812,0.28823468,0.52041525,-0.028414927,0.2936874,0.47573045,-0.036380365,0.2384203,0.6811798,-0.016667796,0.2347196,0.61077505,-0.026535153,0.23636812,0.566297,-0.030986654,0.2402718,0.52395535,-0.03385935,open_palm
0.2717851,0.89802897,4.1101026e-07,0.3442236,0.862965,-0.021861164,0.40699154,0.80001026,-0.028413258,0.45299748,0.7501787,-0.034594607,0.4892916,0.724659,-0.040436566,0.35468876,0.66582626,-0.0013956119,0.3716197,0.5817457,-0.011218422,0.37674564,0.53104544,-0.024097398,0.38068518,0.48626232,-0.03461184,0.3163776,0.6540586,-0.0028794557,0.3260353,0.55839103,-0.010667798,0.33078486,0.49878657,-0.023894973,0.33341897,0.44984066,-0.03448363,0.2796744,0.6602952,-0.008273889,0.28417206,0.5718956,-0.017777493,0.29033518,0.51933444,-0.0284431,0.2956428,0.47378832,-0.036418505,0.24057102,0.6812696,-0.016569002,0.23713547,0.6105473,-0.026519645,0.23880589,0.5657347,-0.030975744,0.2427462,0.52303153,-0.033832543,open_palm
0.27378085,0.898865,4.1045408e-07,0.34581208,0.8642536,-0.022543663,0.40919012,0.80167866,-0.029577145,0.45546418,0.7518886,-0.036090955,0.4915256,0.7249621,-0.042167075,0.35698044,0.66669244,-0.0023965512,0.37420738,0.58251846,-0.012650419,0.37943888,0.5318113,-0.02581711,0.38351423,0.487005,-0.036471363,0.31861162,0.654517,-0.0035690651,0.32849434,0.5588299,-0.011663758,0.3334477,0.49932748,-0.025071882,0.33617902,0.4505353,-0.035782717,0.28192398,0.6604361,-0.008662383,0.2865644,0.5722254,-0.01822429,0.29287043,0.5198985,-0.028819347,0.2981604,0.4747499,-0.036769804,0.24292788,0.6812369,-0.0167119,0.2399527,0.61102915,-0.02655661,0.24181652,0.5666089,-0.030862391,0.24574263,0.5246771,-0.033600874,open_palm
0.2750123,0.89891255,4.0963113e-07,0.34749225,0.8647833,-0.022277068,0.41054955,0.8026743,-0.029177735,0.45699382,0.752763,-0.035697315,0.4941707,0.7272732,-0.04185821,0.358481,0.66786146,-0.001849286,0.37606138,0.5835406,-0.011947431,0.38153487,0.53282213,-0.024924379,0.38573545,0.48805815,-0.03546954,0.32050478,0.655704,-0.0032568192,0.33074406,0.55976975,-0.011359086,0.33589655,0.5001075,-0.02467069,0.338745,0.45113707,-0.03529609,0.2841089,0.66135746,-0.008630222,0.28881004,0.5730169,-0.018344285,0.29546618,0.5208014,-0.028889384,0.30108565,0.47580242,-0.03672166,0.24509722,0.68161595,-0.016952,0.24170637,0.610798,-0.027009312,0.24354321,0.5656967,-0.031438094,0.24752958,0.5228578,-0.034243446,open_palm
0.27696288,0.8993755,4.1391493e-07,0.34882373,0.8646022,-0.022516374,0.41187447,0.8024139,-0.029640952,0.45812953,0.75311947,-0.036360182,0.4953277,0.7277005,-0.04269576,0.36005884,0.66795707,-0.0020414356,0.37773463,0.58380044,-0.0122287525,0.3834212,0.53320444,-0.025359247,0.38803852,0.48849463,-0.036046993,0.3220316,0.6559715,-0.0034421473,0.33196688,0.56016946,-0.011730738,0.33723864,0.5004982,-0.025365282,0.34052056,0.45145783,-0.036240965,0.28559086,0.6618001,-0.008816984,0.2906831,0.57359815,-0.018700527,0.2978282,0.5212172,-0.02958675,0.30411598,0.4759398,-0.03770732,0.24654505,0.68215114,-0.017145086,0.24360666,0.61169297,-0.027338788,0.2458707,0.5669941,-0.03194347,0.25039637,0.52443194,-0.034914885,open_palm
0.27885807,0.89992934,4.2615272e-07,0.3499021,0.86443204,-0.022861427,0.41241923,0.8021532,-0.030475125,0.45907834,0.7534188,-0.03762052,0.4967201,0.7282331,-0.04448449,0.3612512,0.6684423,-0.0031401943,0.3789134,0.5843875,-0.013864316,0.38497025,0.5336258,-0.027297774,0.39018086,0.4886089,-0.03824107,0.32350454,0.65590256,-0.0047196024,0.3338375,0.5603218,-0.013564735,0.33987212,0.5002519,-0.027458567,0.34419906,0.45110637,-0.038603082,0.2870866,0.66159576,-0.010357028,0.2924957,0.5727931,-0.020752318,0.30071384,0.51924366,-0.03224059,0.30856442,0.47304443,-0.040932506,0.247837,0.681618,-0.018956,0.24455184,0.61053437,-0.029765528,0.24754024,0.5654204,-0.03508497,0.25358754,0.5220317,-0.03871982,open_palm
0.2815971,0.90075934,4.0972535e-07,0.35251024,0.8645265,-0.020831415,0.41357446,0.80214584,-0.027753904,0.45814952,0.7534772,-0.034632128,0.49407497,0.7252397,-0.041351847,0.36222196,0.66856295,-0.002120421,0.3793049,0.58453625,-0.012976115,0.38576734,0.534076,-0.026370233,0.391785,0.48911205,-0.037288673,0.32489872,0.65634555,-0.004937378,0.33548924,0.56079143,-0.014052452,0.34267667,0.5006001,-0.02801049,0.34846053,0.45158282,-0.039227743,0.28893134,0.6629007,-0.011713742,0.29422995,0.57362527,-0.022542832,0.30359948,0.5191718,-0.034398932,0.31305683,0.47177762,-0.043440815,0.25042483,0.6838839,-0.021228438,0.24734926,0.6119578,-0.03288533,0.25088334,0.56614614,-0.03883465,0.25794137,0.52162564,-0.04298284,open_palm
0.28538373,0.89969575,3.6859097e-07,0.35334706,0.86459714,-0.015882423,0.40850678,0.79942685,-0.021434616,0.45036143,0.7504682,-0.027982032,0.48582584,0.7229207,-0.03480533,0.36229214,0.66918516,-0.0012321875,0.37917775,0.58632207,-0.012630618,0.38638812,0.5357628,-0.025909454,0.3926789,0.49095124,-0.036823153,0.32675505,0.65674067,-0.006974863,0.33844858,0.5623896,-0.017026858,0.3471378,0.501887,-0.03047362,0.35404423,0.4527648,-0.041291866,0.29223543,0.66353166,-0.016231773,0.2973393,0.57376456,-0.027536426,0.3075003,0.51839554,-0.038780022,0.31786704,0.4707986,-0.0475496,0.25573546,0.68477076,-0.027814215,0.2524142,0.6119957,-0.039836675,0.25637192,0.5647734,-0.045909952,0.2645244,0.51962715,-0.05038602,open_palm
0.2912063,0.8996715,3.1145373e-07,0.35391104,0.8638017,-0.010215042,0.40197837,0.7966221,-0.014460368,0.4374772,0.7484502,-0.021155132,0.46970105,0.7201704,-0.028582638,0.3613819,0.67056584,0.0017423796,0.3766149,0.5893041,-0.011242843,0.384833,0.5399446,-0.025043033,0.3927257,0.49590805,-0.036105286,0.3300056,0.6594695,-0.007823078,0.341843,0.5664754,-0.019749414,0.3542539,0.50570256,-0.033257615,0.36529168,0.45487633,-0.043897834,0.29929632,0.6668116,-0.02070224,0.30416182,0.5755137,-0.033671957,0.3164023,0.51860285,-0.04434465,0.3289192,0.47053117,-0.052429393,0.26738188,0.68853027,-0.035464436,0.26338872,0.6151886,-0.048605643,0.26899958,0.5648972,-0.05474258,0.27870727,0.51785016,-0.05925581,open_palm
0.2972225,0.8967697,2.2813586e-07,0.35468787,0.8588818,0.0006595651,0.39102888,0.79597014,-0.00037670555,0.41724065,0.75598574,-0.006112326,0.4410168,0.7232275,-0.012891533,0.35907677,0.66496754,0.013175715,0.3726141,0.58732015,0.0023405226,0.38461518,0.5430049,-0.010328131,0.39684078,0.5014014,-0.020860717,0.33653978,0.65731514,-0.0019294298,0.34608725,0.5671342,-0.011739628,0.3611443,0.5096308,-0.02446533,0.37543535,0.4572212,-0.03538283,0.3131787,0.666344,-0.019834634,0.31826666,0.5789754,-0.030927047,0.33349663,0.52264994,-0.04113456,0.3490673,0.4724073,-0.049617056,0.2887384,0.69004244,-0.03880285,0.28193635,0.61920893,-0.050355893,0.29144242,0.5709496,-0.055855222,0.30548048,0.5268974,-0.060545497,open_palm
0.28525048,0.8912696,1.370417e-07,0.35172352,0.8391231,0.036091343,0.37186518,0.7809889,0.049667258,0.38832006,0.74493134,0.05017078,0.41236436,0.717064,0.047751717,0.34936893,0.6674345,0.057025407,0.36473274,0.5935182,0.05603488,0.3809362,0.5475625,0.048628114,0.39799756,0.50608206,0.04006934,0.33231357,0.6619328,0.022817217,0.34361416,0.57051843,0.018102782,0.3641504,0.51178247,0.0067932694,0.38464782,0.46415272,-0.003292378,0.3148181,0.6713661,-0.01307464,0.32159048,0.580855,-0.02173615,0.34429246,0.5262346,-0.030987194,0.36667705,0.48014712,-0.038924173,0.3011673,0.6939323,-0.04749725,0.30672804,0.6143599,-0.05788379,0.32337907,0.56662226,-0.06341288,0.34318224,0.5254967,-0.06884507,open_palm
0.28144544,0.88884836,-5.1863797e-08,0.34072962,0.82153803,0.06858732,0.3573669,0.76507723,0.09946151,0.3698801,0.73003346,0.1127377,0.38643804,0.6987318,0.122522764,0.3294174,0.6786488,0.08336282,0.35010403,0.6023191,0.09003793,0.36821392,0.5477288,0.08959399,0.3856172,0.5036903,0.0852058,0.32005322,0.67895675,0.03610456,0.3451269,0.57857347,0.03328403,0.36923474,0.5195203,0.024486486,0.39146587,0.47153097,0.016044999,0.31404257,0.6848248,-0.010229035,0.3376589,0.5880251,-0.017754212,0.36377048,0.5319197,-0.028021842,0.3866443,0.4861822,-0.037407912,0.31553784,0.6935738,-0.051831007,0.3351539,0.61643124,-0.063284844,0.35321933,0.5712994,-0.0724504,0.37207523,0.53499806,-0.08154806,open_palm
0.2844111,0.8872613,1.1628554e-08,0.33783403,0.82483435,0.05613587,0.35029796,0.7658849,0.07981764,0.35906893,0.7302994,0.088253245,0.3713138,0.69581884,0.093129076,0.32857403,0.67744297,0.064187825,0.34666565,0.6010099,0.065070815,0.36440638,0.5478724,0.06101178,0.3817663,0.50338477,0.05474213,0.31989017,0.67803794,0.022637654,0.3441437,0.5775824,0.016812868,0.3687107,0.5180027,0.006062602,0.3907585,0.46988004,-0.0036927601,0.31359208,0.68576175,-0.01811741,0.33775955,0.58847624,-0.02697722,0.36465904,0.5335065,-0.038608473,0.38821006,0.4882381,-0.04902234,0.31374308,0.69865775,-0.05492896,0.33410832,0.62400925,-0.06638801,0.3541396,0.5833338,-0.07507698,0.37473053,0.5508652,-0.08373085,open_palm
0.2858561,0.8833328,-6.908243e-08,0.33742103,0.82034916,0.077711366,0.3503793,0.7675778,0.1147358,0.3593064,0.7343169,0.13306622,0.37415326,0.70012474,0.14786978,0.32865167,0.6756799,0.09765724,0.34678036,0.6027389,0.11046097,0.36211553,0.5503397,0.11433381,0.3766962,0.50898015,0.112700306,0.31983915,0.6757606,0.047336288,0.34286144,0.57785344,0.049730103,0.36423627,0.52133423,0.044080947,0.38337103,0.4749862,0.037698384,0.31340614,0.6805209,-0.001848056,0.33447987,0.58466977,-0.0068161357,0.35833853,0.5309737,-0.015362888,0.37872306,0.4869191,-0.023407096,0.3134287,0.6869938,-0.0455505,0.33109763,0.6113976,-0.05659952,0.34812933,0.5673303,-0.0656645,0.3660689,0.53099036,-0.07436587,open_palm
0.2912245,0.88762677,-5.8115983e-08,0.34096545,0.8287198,0.056087673,0.35187393,0.77160007,0.083348855,0.36005184,0.7356433,0.09616937,0.37420043,0.70303434,0.105738215,0.3326527,0.6782461,0.06931768,0.34756136,0.6027087,0.07375667,0.36201212,0.5499456,0.07301592,0.37563047,0.5054614,0.069138624,0.3236193,0.67620975,0.029686673,0.3421054,0.5820376,0.02616134,0.3619684,0.5244569,0.018945858,0.38031095,0.47682744,0.01236671,0.31452167,0.6821767,-0.009502811,0.33172166,0.59072614,-0.01684833,0.3533216,0.5367102,-0.024752267,0.37276503,0.49031305,-0.031726614,0.30974492,0.69445616,-0.044991154,0.3237806,0.618665,-0.05608775,0.33945554,0.5746356,-0.0634975,0.35665038,0.53770345,-0.07039284,open_palm
0.29054922,0.8876286,-5.178925e-08,0.3407935,0.8301801,0.059239037,0.3521014,0.7727204,0.08813461,0.36004606,0.73758197,0.101975106,0.37504384,0.7044508,0.11243575,0.3337631,0.67775553,0.07354138,0.34812203,0.60210824,0.07951782,0.362189,0.54989195,0.080058925,0.3754926,0.50588655,0.07697794,0.32381874,0.67614627,0.03187293,0.34111437,0.58134025,0.029196084,0.36130476,0.5235969,0.022658644,0.37944865,0.47685352,0.01668199,0.31410226,0.6824065,-0.009325235,0.32864523,0.5895772,-0.016805882,0.35038346,0.5352125,-0.024316797,0.36990127,0.48886514,-0.03071695,0.30870253,0.6946026,-0.046597503,0.3204259,0.6165498,-0.058329128,0.33627835,0.5709161,-0.06596074,0.35363176,0.53323835,-0.07280027,open_palm
0.28785774,0.88491136,-9.254447e-08,0.33940145,0.82732284,0.07034888,0.35288423,0.7718913,0.10438572,0.3609648,0.73932445,0.12150291,0.37648025,0.70419383,0.13467163,0.33417526,0.6764726,0.083684,0.34961286,0.6029713,0.09302521,0.36325976,0.55204195,0.09559079,0.37638444,0.5094432,0.09303724,0.32280007,0.6763528,0.0358681,0.3404394,0.5801165,0.03424859,0.36101755,0.52318585,0.027532961,0.37887472,0.4763849,0.020848757,0.31214416,0.683645,-0.01080799,0.32663152,0.5892226,-0.01911228,0.34947726,0.5352588,-0.027783226,0.3692311,0.48925793,-0.035221115,0.3064304,0.6955399,-0.05243313,0.31973895,0.61667687,-0.06664162,0.33644474,0.5695362,-0.07675977,0.35376287,0.53038514,-0.08569521,open_palm
0.28634706,0.88401777,-8.334118e-08,0.3387844,0.8280055,0.06862037,0.35208347,0.77252305,0.10226691,0.3605897,0.7392938,0.11926478,0.37755305,0.7053205,0.13260649,0.33457,0.677467,0.08417213,0.3499516,0.6040566,0.09392939,0.36342934,0.55391324,0.09665447,0.37606263,0.5114838,0.094398916,0.32248402,0.67672926,0.037487946,0.3401855,0.5822208,0.036877036,0.36035514,0.5255891,0.031055171,0.3777693,0.47879034,0.025110764,0.3107152,0.6830972,-0.008335414,0.32558137,0.5906172,-0.015390929,0.3483779,0.53811455,-0.022707298,0.36802912,0.492994,-0.02908749,0.30388337,0.69393146,-0.049429484,0.31793377,0.6153953,-0.062503174,0.3348353,0.5680888,-0.071507186,0.35224572,0.5289023,-0.07942701,open_palm
